"id_regiao","descricao_regiao","valor_regiao","data_craw"
145,"Centro",282143,"2021-10-16 20:14:39"
146,"Consolação",312939,"2021-10-16 20:14:39"
147,"Brooklin",385533,"2021-10-16 20:14:39"
148,"Mooca",430040,"2021-10-16 20:14:39"
149,"Santo Amaro",252678,"2021-10-16 20:14:39"
150,"Interlagos",386505,"2021-10-16 20:14:39"
151,"Centro",286843,"2021-10-16 20:14:54"
152,"Consolação",333834,"2021-10-16 20:14:54"
153,"Brooklin",363655,"2021-10-16 20:14:54"
154,"Mooca",402293,"2021-10-16 20:14:54"
155,"Santo Amaro",268896,"2021-10-16 20:14:54"
156,"Interlagos",418146,"2021-10-16 20:14:54"
157,"Centro",248298,"2021-10-16 20:15:09"
158,"Consolação",315487,"2021-10-16 20:15:09"
159,"Brooklin",376109,"2021-10-16 20:15:09"
160,"Mooca",413713,"2021-10-16 20:15:09"
161,"Santo Amaro",247385,"2021-10-16 20:15:09"
162,"Interlagos",419495,"2021-10-16 20:15:09"
163,"Centro",264988,"2021-10-16 20:15:24"
164,"Consolação",373568,"2021-10-16 20:15:24"
165,"Brooklin",362961,"2021-10-16 20:15:24"
166,"Mooca",417340,"2021-10-16 20:15:24"
167,"Santo Amaro",271417,"2021-10-16 20:15:24"
168,"Interlagos",397072,"2021-10-16 20:15:24"
169,"Centro",285113,"2021-10-16 20:15:39"
170,"Consolação",327404,"2021-10-16 20:15:39"
171,"Brooklin",385394,"2021-10-16 20:15:39"
172,"Mooca",447186,"2021-10-16 20:15:39"
173,"Santo Amaro",260928,"2021-10-16 20:15:39"
174,"Interlagos",414414,"2021-10-16 20:15:39"
175,"Centro",257405,"2021-10-16 20:15:54"
176,"Consolação",303856,"2021-10-16 20:15:54"
177,"Brooklin",401204,"2021-10-16 20:15:54"
178,"Mooca",415025,"2021-10-16 20:15:54"
179,"Santo Amaro",285824,"2021-10-16 20:15:54"
180,"Interlagos",383464,"2021-10-16 20:15:54"
181,"Centro",294038,"2021-10-16 20:16:09"
182,"Consolação",341777,"2021-10-16 20:16:09"
183,"Brooklin",386014,"2021-10-16 20:16:09"
184,"Mooca",405944,"2021-10-16 20:16:09"
185,"Santo Amaro",263116,"2021-10-16 20:16:09"
186,"Interlagos",399752,"2021-10-16 20:16:09"
187,"Centro",268029,"2021-10-16 20:16:24"
188,"Consolação",322835,"2021-10-16 20:16:24"
189,"Brooklin",380443,"2021-10-16 20:16:24"
190,"Mooca",440211,"2021-10-16 20:16:24"
191,"Santo Amaro",257100,"2021-10-16 20:16:24"
192,"Interlagos",407463,"2021-10-16 20:16:24"
193,"Centro",274966,"2021-10-16 20:16:39"
194,"Consolação",307081,"2021-10-16 20:16:39"
195,"Brooklin",373841,"2021-10-16 20:16:39"
196,"Mooca",436785,"2021-10-16 20:16:39"
197,"Santo Amaro",272898,"2021-10-16 20:16:39"
198,"Interlagos",436271,"2021-10-16 20:16:39"
199,"Centro",282197,"2021-10-16 20:16:54"
200,"Consolação",302418,"2021-10-16 20:16:54"
201,"Brooklin",394598,"2021-10-16 20:16:54"
202,"Mooca",400049,"2021-10-16 20:16:54"
203,"Santo Amaro",277419,"2021-10-16 20:16:54"
204,"Interlagos",405079,"2021-10-16 20:16:54"
205,"Centro",297805,"2021-10-16 20:17:09"
206,"Consolação",313818,"2021-10-16 20:17:09"
207,"Brooklin",368770,"2021-10-16 20:17:09"
208,"Mooca",399970,"2021-10-16 20:17:09"
209,"Santo Amaro",278599,"2021-10-16 20:17:09"
210,"Interlagos",388104,"2021-10-16 20:17:09"
211,"Centro",281365,"2021-10-16 20:17:24"
212,"Consolação",325390,"2021-10-16 20:17:24"
213,"Brooklin",400522,"2021-10-16 20:17:24"
214,"Mooca",414972,"2021-10-16 20:17:24"
215,"Santo Amaro",268271,"2021-10-16 20:17:24"
216,"Interlagos",390835,"2021-10-16 20:17:24"
217,"Centro",289709,"2021-10-16 20:17:39"
218,"Consolação",309851,"2021-10-16 20:17:39"
219,"Brooklin",377319,"2021-10-16 20:17:39"
220,"Mooca",396767,"2021-10-16 20:17:39"
221,"Santo Amaro",298357,"2021-10-16 20:17:39"
222,"Interlagos",380488,"2021-10-16 20:17:39"
223,"Centro",276769,"2021-10-16 20:17:54"
224,"Consolação",332847,"2021-10-16 20:17:54"
225,"Brooklin",376728,"2021-10-16 20:17:54"
226,"Mooca",395283,"2021-10-16 20:17:54"
227,"Santo Amaro",260020,"2021-10-16 20:17:54"
228,"Interlagos",443757,"2021-10-16 20:17:54"
229,"Centro",283737,"2021-10-16 20:18:09"
230,"Consolação",305149,"2021-10-16 20:18:09"
231,"Brooklin",379818,"2021-10-16 20:18:09"
232,"Mooca",463213,"2021-10-16 20:18:09"
233,"Santo Amaro",274040,"2021-10-16 20:18:09"
234,"Interlagos",384270,"2021-10-16 20:18:09"
235,"Centro",288183,"2021-10-16 20:18:24"
236,"Consolação",300304,"2021-10-16 20:18:24"
237,"Brooklin",395886,"2021-10-16 20:18:24"
238,"Mooca",445586,"2021-10-16 20:18:24"
239,"Santo Amaro",273658,"2021-10-16 20:18:24"
240,"Interlagos",404757,"2021-10-16 20:18:24"
241,"Centro",268245,"2021-10-16 20:18:39"
242,"Consolação",313401,"2021-10-16 20:18:39"
243,"Brooklin",388255,"2021-10-16 20:18:39"
244,"Mooca",406321,"2021-10-16 20:18:39"
245,"Santo Amaro",264901,"2021-10-16 20:18:39"
246,"Interlagos",420339,"2021-10-16 20:18:39"
247,"Centro",285826,"2021-10-16 20:18:54"
248,"Consolação",299615,"2021-10-16 20:18:54"
249,"Brooklin",384304,"2021-10-16 20:18:54"
250,"Mooca",411727,"2021-10-16 20:18:54"
251,"Santo Amaro",256247,"2021-10-16 20:18:54"
252,"Interlagos",405223,"2021-10-16 20:18:54"
253,"Centro",260104,"2021-10-16 20:19:09"
254,"Consolação",322928,"2021-10-16 20:19:09"
255,"Brooklin",389999,"2021-10-16 20:19:09"
256,"Mooca",434162,"2021-10-16 20:19:09"
257,"Santo Amaro",267637,"2021-10-16 20:19:09"
258,"Interlagos",430523,"2021-10-16 20:19:09"
259,"Centro",264006,"2021-10-16 20:19:24"
260,"Consolação",296834,"2021-10-16 20:19:24"
261,"Brooklin",371938,"2021-10-16 20:19:24"
262,"Mooca",410282,"2021-10-16 20:19:24"
263,"Santo Amaro",258562,"2021-10-16 20:19:24"
264,"Interlagos",415312,"2021-10-16 20:19:24"
265,"Centro",285982,"2021-10-16 20:19:39"
266,"Consolação",346348,"2021-10-16 20:19:39"
267,"Brooklin",393489,"2021-10-16 20:19:39"
268,"Mooca",431174,"2021-10-16 20:19:39"
269,"Santo Amaro",268889,"2021-10-16 20:19:39"
270,"Interlagos",351583,"2021-10-16 20:19:39"
271,"Centro",277397,"2021-10-16 20:19:54"
272,"Consolação",336944,"2021-10-16 20:19:54"
273,"Brooklin",363843,"2021-10-16 20:19:54"
274,"Mooca",412280,"2021-10-16 20:19:54"
275,"Santo Amaro",259619,"2021-10-16 20:19:54"
276,"Interlagos",441339,"2021-10-16 20:19:54"
277,"Centro",269895,"2021-10-16 20:20:09"
278,"Consolação",322671,"2021-10-16 20:20:09"
279,"Brooklin",375412,"2021-10-16 20:20:09"
280,"Mooca",458374,"2021-10-16 20:20:09"
281,"Santo Amaro",225503,"2021-10-16 20:20:09"
282,"Interlagos",434640,"2021-10-16 20:20:09"
283,"Centro",244304,"2021-10-16 20:20:24"
284,"Consolação",317203,"2021-10-16 20:20:24"
285,"Brooklin",371214,"2021-10-16 20:20:24"
286,"Mooca",441646,"2021-10-16 20:20:24"
287,"Santo Amaro",272589,"2021-10-16 20:20:24"
288,"Interlagos",426848,"2021-10-16 20:20:24"
289,"Centro",288910,"2021-10-16 20:20:39"
290,"Consolação",324174,"2021-10-16 20:20:39"
291,"Brooklin",393913,"2021-10-16 20:20:39"
292,"Mooca",425728,"2021-10-16 20:20:39"
293,"Santo Amaro",256873,"2021-10-16 20:20:39"
294,"Interlagos",432808,"2021-10-16 20:20:39"
295,"Centro",286211,"2021-10-16 20:20:54"
296,"Consolação",322545,"2021-10-16 20:20:54"
297,"Brooklin",356512,"2021-10-16 20:20:54"
298,"Mooca",427354,"2021-10-16 20:20:54"
299,"Santo Amaro",276560,"2021-10-16 20:20:54"
300,"Interlagos",417421,"2021-10-16 20:20:54"
301,"Centro",282783,"2021-10-16 20:21:09"
302,"Consolação",309375,"2021-10-16 20:21:09"
303,"Brooklin",389465,"2021-10-16 20:21:09"
304,"Mooca",435044,"2021-10-16 20:21:09"
305,"Santo Amaro",247620,"2021-10-16 20:21:09"
306,"Interlagos",384587,"2021-10-16 20:21:09"
307,"Centro",310672,"2021-10-16 20:21:24"
308,"Consolação",324880,"2021-10-16 20:21:24"
309,"Brooklin",364195,"2021-10-16 20:21:24"
310,"Mooca",398489,"2021-10-16 20:21:24"
311,"Santo Amaro",280487,"2021-10-16 20:21:24"
312,"Interlagos",410752,"2021-10-16 20:21:24"
313,"Centro",290764,"2021-10-16 20:21:39"
314,"Consolação",311805,"2021-10-16 20:21:39"
315,"Brooklin",377571,"2021-10-16 20:21:39"
316,"Mooca",417355,"2021-10-16 20:21:39"
317,"Santo Amaro",288449,"2021-10-16 20:21:39"
318,"Interlagos",427782,"2021-10-16 20:21:39"
319,"Centro",291299,"2021-10-16 20:21:54"
320,"Consolação",336122,"2021-10-16 20:21:54"
321,"Brooklin",402961,"2021-10-16 20:21:54"
322,"Mooca",441696,"2021-10-16 20:21:54"
323,"Santo Amaro",258987,"2021-10-16 20:21:54"
324,"Interlagos",426794,"2021-10-16 20:21:54"
325,"Centro",284575,"2021-10-16 20:22:09"
326,"Consolação",332463,"2021-10-16 20:22:09"
327,"Brooklin",395272,"2021-10-16 20:22:09"
328,"Mooca",439709,"2021-10-16 20:22:09"
329,"Santo Amaro",251141,"2021-10-16 20:22:09"
330,"Interlagos",409109,"2021-10-16 20:22:09"
331,"Centro",296532,"2021-10-16 20:22:24"
332,"Consolação",302371,"2021-10-16 20:22:24"
333,"Brooklin",349557,"2021-10-16 20:22:24"
334,"Mooca",418412,"2021-10-16 20:22:24"
335,"Santo Amaro",247701,"2021-10-16 20:22:24"
336,"Interlagos",448510,"2021-10-16 20:22:24"
337,"Centro",283822,"2021-10-16 20:22:39"
338,"Consolação",318246,"2021-10-16 20:22:39"
339,"Brooklin",378974,"2021-10-16 20:22:39"
340,"Mooca",404446,"2021-10-16 20:22:39"
341,"Santo Amaro",257885,"2021-10-16 20:22:39"
342,"Interlagos",414718,"2021-10-16 20:22:39"
343,"Centro",259504,"2021-10-16 20:22:54"
344,"Consolação",322373,"2021-10-16 20:22:54"
345,"Brooklin",369848,"2021-10-16 20:22:54"
346,"Mooca",379757,"2021-10-16 20:22:54"
347,"Santo Amaro",265548,"2021-10-16 20:22:54"
348,"Interlagos",393843,"2021-10-16 20:22:54"
349,"Centro",264667,"2021-10-16 20:23:09"
350,"Consolação",318581,"2021-10-16 20:23:09"
351,"Brooklin",382895,"2021-10-16 20:23:09"
352,"Mooca",439455,"2021-10-16 20:23:09"
353,"Santo Amaro",293261,"2021-10-16 20:23:09"
354,"Interlagos",436668,"2021-10-16 20:23:09"
355,"Centro",296161,"2021-10-16 20:23:24"
356,"Consolação",326840,"2021-10-16 20:23:24"
357,"Brooklin",391449,"2021-10-16 20:23:24"
358,"Mooca",428103,"2021-10-16 20:23:24"
359,"Santo Amaro",263934,"2021-10-16 20:23:24"
360,"Interlagos",393189,"2021-10-16 20:23:24"
361,"Centro",285538,"2021-10-16 20:23:39"
362,"Consolação",331940,"2021-10-16 20:23:39"
363,"Brooklin",359970,"2021-10-16 20:23:39"
364,"Mooca",465159,"2021-10-16 20:23:39"
365,"Santo Amaro",264674,"2021-10-16 20:23:39"
366,"Interlagos",423668,"2021-10-16 20:23:39"
367,"Centro",322166,"2021-10-16 20:23:54"
368,"Consolação",306277,"2021-10-16 20:23:54"
369,"Brooklin",397314,"2021-10-16 20:23:54"
370,"Mooca",389910,"2021-10-16 20:23:54"
371,"Santo Amaro",253918,"2021-10-16 20:23:54"
372,"Interlagos",416748,"2021-10-16 20:23:54"
373,"Centro",276919,"2021-10-16 20:24:09"
374,"Consolação",334740,"2021-10-16 20:24:09"
375,"Brooklin",382531,"2021-10-16 20:24:09"
376,"Mooca",386905,"2021-10-16 20:24:09"
377,"Santo Amaro",258303,"2021-10-16 20:24:09"
378,"Interlagos",435191,"2021-10-16 20:24:09"
379,"Centro",290729,"2021-10-16 20:24:24"
380,"Consolação",292697,"2021-10-16 20:24:24"
381,"Brooklin",354935,"2021-10-16 20:24:24"
382,"Mooca",398266,"2021-10-16 20:24:24"
383,"Santo Amaro",289427,"2021-10-16 20:24:24"
384,"Interlagos",348688,"2021-10-16 20:24:24"
385,"Centro",272966,"2021-10-16 20:24:39"
386,"Consolação",343632,"2021-10-16 20:24:39"
387,"Brooklin",371899,"2021-10-16 20:24:39"
388,"Mooca",417877,"2021-10-16 20:24:39"
389,"Santo Amaro",254170,"2021-10-16 20:24:39"
390,"Interlagos",404659,"2021-10-16 20:24:39"
391,"Centro",283036,"2021-10-16 20:24:54"
392,"Consolação",286792,"2021-10-16 20:24:54"
393,"Brooklin",392258,"2021-10-16 20:24:54"
394,"Mooca",419026,"2021-10-16 20:24:54"
395,"Santo Amaro",221771,"2021-10-16 20:24:54"
396,"Interlagos",405773,"2021-10-16 20:24:54"
397,"Centro",288738,"2021-10-16 20:25:09"
398,"Consolação",335067,"2021-10-16 20:25:09"
399,"Brooklin",377069,"2021-10-16 20:25:09"
400,"Mooca",423128,"2021-10-16 20:25:09"
401,"Santo Amaro",277654,"2021-10-16 20:25:09"
402,"Interlagos",409641,"2021-10-16 20:25:09"
403,"Centro",271651,"2021-10-16 20:25:24"
404,"Consolação",321009,"2021-10-16 20:25:24"
405,"Brooklin",448005,"2021-10-16 20:25:24"
406,"Mooca",418047,"2021-10-16 20:25:24"
407,"Santo Amaro",259571,"2021-10-16 20:25:24"
408,"Interlagos",415218,"2021-10-16 20:25:24"
409,"Centro",279555,"2021-10-16 20:25:39"
410,"Consolação",325126,"2021-10-16 20:25:39"
411,"Brooklin",374766,"2021-10-16 20:25:39"
412,"Mooca",408234,"2021-10-16 20:25:39"
413,"Santo Amaro",262869,"2021-10-16 20:25:39"
414,"Interlagos",433685,"2021-10-16 20:25:39"
415,"Centro",251707,"2021-10-16 20:25:54"
416,"Consolação",278988,"2021-10-16 20:25:54"
417,"Brooklin",386562,"2021-10-16 20:25:54"
418,"Mooca",466570,"2021-10-16 20:25:54"
419,"Santo Amaro",258279,"2021-10-16 20:25:54"
420,"Interlagos",446933,"2021-10-16 20:25:54"
421,"Centro",257312,"2021-10-16 20:26:09"
422,"Consolação",326077,"2021-10-16 20:26:09"
423,"Brooklin",406288,"2021-10-16 20:26:09"
424,"Mooca",452923,"2021-10-16 20:26:09"
425,"Santo Amaro",244219,"2021-10-16 20:26:09"
426,"Interlagos",435806,"2021-10-16 20:26:09"
427,"Centro",280942,"2021-10-16 20:26:24"
428,"Consolação",321652,"2021-10-16 20:26:24"
429,"Brooklin",393740,"2021-10-16 20:26:24"
430,"Mooca",449770,"2021-10-16 20:26:24"
431,"Santo Amaro",280120,"2021-10-16 20:26:24"
432,"Interlagos",414314,"2021-10-16 20:26:24"
433,"Centro",281170,"2021-10-16 20:26:39"
434,"Consolação",305309,"2021-10-16 20:26:39"
435,"Brooklin",373976,"2021-10-16 20:26:39"
436,"Mooca",409699,"2021-10-16 20:26:39"
437,"Santo Amaro",246724,"2021-10-16 20:26:39"
438,"Interlagos",402777,"2021-10-16 20:26:39"
439,"Centro",263556,"2021-10-16 20:26:54"
440,"Consolação",341335,"2021-10-16 20:26:54"
441,"Brooklin",407097,"2021-10-16 20:26:54"
442,"Mooca",425664,"2021-10-16 20:26:54"
443,"Santo Amaro",262475,"2021-10-16 20:26:54"
444,"Interlagos",372993,"2021-10-16 20:26:54"
445,"Centro",290959,"2021-10-16 20:27:09"
446,"Consolação",324130,"2021-10-16 20:27:09"
447,"Brooklin",410886,"2021-10-16 20:27:09"
448,"Mooca",415801,"2021-10-16 20:27:09"
449,"Santo Amaro",247725,"2021-10-16 20:27:09"
450,"Interlagos",410073,"2021-10-16 20:27:09"
451,"Centro",285562,"2021-10-16 20:27:24"
452,"Consolação",338296,"2021-10-16 20:27:24"
453,"Brooklin",375786,"2021-10-16 20:27:24"
454,"Mooca",418910,"2021-10-16 20:27:24"
455,"Santo Amaro",289157,"2021-10-16 20:27:24"
456,"Interlagos",427539,"2021-10-16 20:27:24"
457,"Centro",288660,"2021-10-16 20:27:39"
458,"Consolação",313677,"2021-10-16 20:27:39"
459,"Brooklin",364468,"2021-10-16 20:27:39"
460,"Mooca",422456,"2021-10-16 20:27:39"
461,"Santo Amaro",254777,"2021-10-16 20:27:39"
462,"Interlagos",439710,"2021-10-16 20:27:39"
463,"Centro",263215,"2021-10-16 20:27:54"
464,"Consolação",315193,"2021-10-16 20:27:54"
465,"Brooklin",365429,"2021-10-16 20:27:54"
466,"Mooca",413475,"2021-10-16 20:27:54"
467,"Santo Amaro",272849,"2021-10-16 20:27:54"
468,"Interlagos",391255,"2021-10-16 20:27:54"
469,"Centro",291468,"2021-10-16 20:28:09"
470,"Consolação",339556,"2021-10-16 20:28:09"
471,"Brooklin",390716,"2021-10-16 20:28:09"
472,"Mooca",404428,"2021-10-16 20:28:09"
473,"Santo Amaro",286487,"2021-10-16 20:28:09"
474,"Interlagos",403251,"2021-10-16 20:28:09"
475,"Centro",256963,"2021-10-16 20:28:24"
476,"Consolação",323911,"2021-10-16 20:28:24"
477,"Brooklin",400075,"2021-10-16 20:28:24"
478,"Mooca",423653,"2021-10-16 20:28:24"
479,"Santo Amaro",257812,"2021-10-16 20:28:24"
480,"Interlagos",390806,"2021-10-16 20:28:24"
481,"Centro",298056,"2021-10-16 20:28:39"
482,"Consolação",326521,"2021-10-16 20:28:39"
483,"Brooklin",388491,"2021-10-16 20:28:39"
484,"Mooca",408425,"2021-10-16 20:28:39"
485,"Santo Amaro",262138,"2021-10-16 20:28:39"
486,"Interlagos",432386,"2021-10-16 20:28:39"
487,"Centro",300838,"2021-10-16 20:28:54"
488,"Consolação",312240,"2021-10-16 20:28:54"
489,"Brooklin",421409,"2021-10-16 20:28:54"
490,"Mooca",403490,"2021-10-16 20:28:54"
491,"Santo Amaro",240802,"2021-10-16 20:28:54"
492,"Interlagos",446707,"2021-10-16 20:28:54"
493,"Centro",271563,"2021-10-16 20:29:09"
494,"Consolação",303953,"2021-10-16 20:29:09"
495,"Brooklin",377809,"2021-10-16 20:29:09"
496,"Mooca",407763,"2021-10-16 20:29:09"
497,"Santo Amaro",262253,"2021-10-16 20:29:09"
498,"Interlagos",409859,"2021-10-16 20:29:09"
499,"Centro",300184,"2021-10-16 20:29:24"
500,"Consolação",330348,"2021-10-16 20:29:24"
501,"Brooklin",398102,"2021-10-16 20:29:24"
502,"Mooca",422686,"2021-10-16 20:29:24"
503,"Santo Amaro",272670,"2021-10-16 20:29:24"
504,"Interlagos",442981,"2021-10-16 20:29:24"
505,"Centro",290712,"2021-10-16 20:29:39"
506,"Consolação",319944,"2021-10-16 20:29:39"
507,"Brooklin",405512,"2021-10-16 20:29:39"
508,"Mooca",413988,"2021-10-16 20:29:39"
509,"Santo Amaro",254300,"2021-10-16 20:29:39"
510,"Interlagos",445096,"2021-10-16 20:29:39"
511,"Centro",308450,"2021-10-16 20:29:54"
512,"Consolação",324947,"2021-10-16 20:29:54"
513,"Brooklin",393620,"2021-10-16 20:29:54"
514,"Mooca",399790,"2021-10-16 20:29:54"
515,"Santo Amaro",246026,"2021-10-16 20:29:54"
516,"Interlagos",403468,"2021-10-16 20:29:54"
517,"Centro",283908,"2021-10-16 20:30:09"
518,"Consolação",326456,"2021-10-16 20:30:09"
519,"Brooklin",394689,"2021-10-16 20:30:09"
520,"Mooca",437147,"2021-10-16 20:30:09"
521,"Santo Amaro",244361,"2021-10-16 20:30:09"
522,"Interlagos",416283,"2021-10-16 20:30:09"
